Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
2010-11-20 07:57:52,30.015321299705803,1,30,0.0,3.3290317058563232,28.48722317955088,28.52165097299319,113.71062996422316,104.02157276141996,0.0006799221155233,0.0956302732229232,8.152066222066878e-07,1.6740386854507958e-10,8.150392183381427e-07,425
2010-11-20 07:58:22,60.03070963674711,1,30,0.0,3.350724458694458,28.48722317955088,28.52165097299319,113.71062996422316,104.02157276141996,0.0005180359003134,0.0956302732229232,8.152066222066878e-07,1.6740386854507958e-10,8.150392183381427e-07,425
2010-11-20 07:58:52,90.04600269094779,1,30,0.0,3.366912841796875,28.48722317955088,28.52165097299319,113.71062996422316,104.02157276141996,0.0003885269106831,0.0956302732229232,8.152066222066878e-07,1.6740386854507958e-10,8.150392183381427e-07,425
2010-11-20 07:59:22,120.01445935431134,1,30,0.0,3.379863739013672,28.48722317955088,28.52165097299319,113.71062996422316,104.02157276141996,0.0002913951757363,0.0956302732229232,8.152066222066878e-07,1.6740386854507958e-10,8.150392183381427e-07,425
2010-11-20 07:59:52,30.01547281791857,2,30,0.550297200679779,3.547577381134033,28.49181006669495,28.52165097299319,113.7267191315964,104.02157276141996,0.0018131255637854,0.0956302732229232,0.0045877023506903,1.6740386854507958e-10,0.0045877021832865,425
2010-11-20 08:00:22,60.03259920339617,2,30,0.550297200679779,3.601970911026001,28.496397263120087,28.52165097299319,113.74312390132842,104.02157276141996,0.0012950897216796,0.0956302732229232,0.0091748987758286,1.6740386854507958e-10,0.0091748986084247,425
2010-11-20 08:00:52,90.04607423453159,2,30,0.5499359965324402,3.641956806182861,28.50098383119141,28.52165097299319,113.75974018089124,104.02157276141996,0.0009065627818927,0.0956302732229232,0.0137614668471499,1.6740386854507958e-10,0.013761466679746,425
2010-11-20 08:01:22,120.06149446117423,2,30,0.5501165986061096,3.674010038375856,28.505570711980603,28.52165097299319,113.7765219455816,104.02157276141996,0.0007446288946084,0.0956302732229232,0.0183483476363441,1.6740386854507958e-10,0.0183483474689403,425
2010-11-20 08:01:52,150.07669432275182,2,30,0.5501165986061096,3.700397491455078,28.51015753424896,28.52165097299319,113.793436445635,104.02157276141996,0.0006475448608398,0.0956302732229232,0.0229351699047022,1.6740386854507958e-10,0.0229351697372983,425
2010-11-20 08:02:22,180.092044203801,2,30,0.5499359965324402,3.722414016723633,28.51474441936007,28.52165097299319,113.81046189931736,104.02157276141996,0.0005180359003134,0.0956302732229232,0.0275220550158117,1.6740386854507958e-10,0.0275220548484078,425
2010-11-20 08:02:53,210.1073695686541,2,30,0.550297200679779,3.7410309314727774,28.51933128484209,28.52165097299319,113.827580126588,104.02157276141996,0.0004532813909463,0.0956302732229232,0.0321089204978299,1.6740386854507958e-10,0.0321089203304261,425
2010-11-20 08:03:23,240.12273543460407,2,30,0.550297200679779,3.7554385662078857,28.52391811941822,28.52165097299319,113.8447743847266,104.02157276141996,0.0003237724304199,0.0956302732229232,0.0366957550739606,1.6740386854507958e-10,0.0366957549065567,425
2010-11-20 08:03:53,270.1380619874225,2,30,0.5501165986061096,3.7649898529052734,28.52850495785244,28.52165097299319,113.86202397394196,104.02157276141996,0.0001942634553415,0.0956302732229232,0.0412825935081784,1.6740386854507958e-10,0.0412825933407745,425
